,mfcc_mean,mfcc_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,chroma_mean,chroma_var,rms_mean,rms_var,rolloff_mean,rolloff_var,zero_cross_mean,zero_cross_var,tempo,label
blues.00031.wav,-9.7461576461792,5323.5380859375,1331.0365912698594,352283.5012324618,1973.6486462859361,234479.4171783562,0.2536383867263794,0.09931723028421402,0.15153230726718903,0.0031942243222147226,2900.174129710478,3709681.5878652786,0.04296723829334365,0.0010965169375924686,151.99908088235293,blues
blues.00032.wav,-11.890647888183594,7980.7294921875,1309.6646971460593,756704.2965103227,1883.062611501245,284392.7484946874,0.27626824378967285,0.0973946750164032,0.10115690529346466,0.0039353626780211926,2765.658276442773,4690041.849954003,0.03939318583107585,0.003160470486239146,123.046875,blues
blues.00033.wav,-9.890762329101562,6075.4560546875,1430.598194486849,701367.8825172221,2075.652415831258,275370.8726093416,0.2608201205730438,0.09485689550638199,0.13312429189682007,0.0022508862894028425,3246.7553673144835,5571118.867750748,0.04196988982681889,0.0014401763411364605,151.99908088235293,blues
blues.00034.wav,-8.466680526733398,5178.17333984375,1536.731077893072,341154.4550544697,2157.0586117243583,161035.5294887256,0.26211869716644287,0.09905199706554413,0.13591797649860382,0.003227666486054659,3600.91989239672,3714513.048879179,0.04570040392801858,0.0006915647326379664,129.19921875,blues
blues.00035.wav,-5.065007209777832,3939.025146484375,1507.1047288496127,414238.39158848237,2096.717628469328,247054.3083578839,0.2882498800754547,0.09656211733818054,0.17330875992774963,0.003339370246976614,3405.4127412683824,4185025.596181414,0.045430186363196595,0.0005743032686207303,129.19921875,blues
blues.00036.wav,-8.887079238891602,4740.84326171875,1247.408016019398,263907.7940013932,1907.7056718339772,194512.33993935946,0.23319606482982635,0.09487830847501755,0.1977485865354538,0.004715233109891415,2621.5758143563758,3027188.916214305,0.03690378289473684,0.000348740492695334,151.99908088235293,blues
blues.00037.wav,-14.258255958557129,9898.537109375,1188.1011591132924,369798.5089631112,1682.7073903752776,200378.60272589864,0.24868349730968475,0.09800335764884949,0.06912996619939804,0.0022315094247460365,2339.3941873367357,2995844.745283278,0.04816032858455882,0.0012731312907603982,123.046875,blues
blues.00038.wav,-6.080517292022705,4511.80322265625,1513.5200525685514,551798.3427999686,2140.7028237761865,222496.69554821507,0.2658964693546295,0.09706076979637146,0.16808560490608215,0.003924527671188116,3449.8458059210525,4232430.89953958,0.044378038530379256,0.0020159003673263748,129.19921875,blues
blues.00039.wav,-15.206758499145508,8490.244140625,1151.378029921571,515028.4044093586,1709.3165900923677,330344.45964965946,0.2553582489490509,0.09715160727500916,0.0858374685049057,0.00263076345436275,2312.5276831281444,3922928.103912465,0.03533878857875387,0.0009463243875264594,117.45383522727273,blues
blues.00040.wav,4.531962871551514,2412.000244140625,2272.517619263623,202481.80371363816,2356.8453843678935,50258.634423390045,0.3977935314178467,0.08048080652952194,0.13483501970767975,0.0007788580260239542,5108.277444278493,581763.9194934015,0.09765700585332818,0.0013829270377808726,117.45383522727273,blues
blues.00041.wav,5.142609119415283,2195.007568359375,2390.7715766040606,306667.82136619644,2463.374815737767,80147.55064411378,0.38709408044815063,0.08544106036424637,0.12912002205848694,0.000873219280038029,5403.758990875339,954300.5830121941,0.10228887504837461,0.001595845311392495,129.19921875,blues
blues.00042.wav,3.2594637870788574,3374.46728515625,2302.0756478879343,204961.9778949549,2367.7204426147664,47275.65987066962,0.37768539786338806,0.0924794003367424,0.1109512597322464,0.0005276600713841617,5188.535292303599,562439.341325269,0.09786448759191177,0.0018251761590559567,89.10290948275862,blues
blues.00043.wav,4.200450420379639,2414.44677734375,2155.63129587812,188191.45898524407,2372.29140285925,60254.93272945592,0.3990493714809418,0.08515018224716187,0.12724722921848297,0.00131308997515589,5011.978026587896,938817.6491480147,0.08716538373161764,0.0012250822617520922,129.19921875,blues
blues.00044.wav,5.339118480682373,2242.678466796875,2279.265543032408,170943.70479512712,2375.0847954510327,53001.032307542126,0.3901600241661072,0.08628572523593903,0.13617800176143646,0.00046661257511004806,5198.476898854731,570163.0425694349,0.09257049088138544,0.0009004298017083246,135.99917763157896,blues
blues.00045.wav,4.370100498199463,3501.364013671875,1739.0461604116058,144992.54437558146,2290.4006079789,65425.45146138452,0.42972078919410706,0.09001431614160538,0.14830446243286133,0.0007087622070685029,4551.180812965606,820305.3257412933,0.048051863631965945,0.0002663457698385263,129.19921875,blues
blues.00046.wav,1.659310221672058,4063.63134765625,1912.443629773089,331562.60797670705,2361.3904727614045,92588.11445374267,0.38791003823280334,0.09514498710632324,0.10253710299730301,0.000946303887758404,4776.687782689145,1288865.0213830757,0.05842595056114551,0.0009068681392796371,123.046875,blues
blues.00047.wav,0.922286868095398,3174.84619140625,2013.364449506875,162615.2027987905,2310.2563469278575,44027.503986516924,0.33643752336502075,0.0861409604549408,0.11219596117734909,0.0005283633363433182,4849.570675309597,580729.7645696704,0.07534497145897832,0.0008400624428347161,151.99908088235293,blues
blues.00048.wav,4.028835296630859,2420.844482421875,2148.7498193351744,166089.15574876984,2204.352412916655,80007.5040131437,0.3794104754924774,0.08355744183063507,0.12392562627792358,0.0009193314472213387,4673.621739248742,820570.9153765374,0.09881232766544118,0.001307991703901324,123.046875,blues
blues.00049.wav,-3.0756001472473145,6959.72705078125,1318.6237037811234,412303.27711868036,1904.4078676519373,170355.9471024004,0.27759212255477905,0.09070714563131332,0.0885634496808052,0.0004573896585498005,3046.8565760751258,3069997.562385575,0.03997292533378483,0.0007603344342360978,123.046875,blues
blues.00050.wav,7.407715797424316,2152.93408203125,1945.6207939267476,147369.5512266577,2082.176477128781,73369.00667704116,0.4009089469909668,0.08965284377336502,0.18233932554721832,0.003974695224314928,4175.766416378435,806804.3817962866,0.08580598152089783,0.001220013753226274,135.99917763157896,blues
blues.00051.wav,7.691986560821533,1953.9591064453125,1977.1089040094182,137275.28020216752,1927.4390139416107,73861.01709173073,0.3937113285064697,0.08523299545049667,0.19665054976940155,0.0017080451361835003,3942.8761579672987,695905.0466671118,0.1066270952254257,0.0009458024302537551,99.38401442307692,blues
blues.00052.wav,0.10791608691215515,6208.87158203125,1443.268861805301,448746.10228519986,1670.2395750483781,189228.91623325416,0.3390606939792633,0.09552819281816483,0.09887826442718506,0.0029979778919368982,3069.306440323868,2083437.980269958,0.06719384916795666,0.0030856698108435387,151.99908088235293,blues
blues.00053.wav,5.03173303604126,2238.670654296875,2171.1586190945404,169984.36425378983,1954.1375650548998,84900.66197010134,0.4124909043312073,0.08584804832935333,0.16826629638671875,0.0036770456936210394,4237.0993788397345,746349.4807013071,0.13280229598006965,0.002349041644220107,103.359375,blues
blues.00054.wav,8.822016716003418,1943.6337890625,2030.3725287964605,220951.55077802707,1987.0908589175308,73979.98023008322,0.45287561416625977,0.07943639904260635,0.20081737637519836,0.003568348940461874,4062.6921001233554,847915.4196785846,0.10338599615421827,0.0019154485793310197,92.28515625,blues
blues.00055.wav,4.966830730438232,2468.4150390625,2032.1200141615252,191062.76565371692,1976.2784101797843,79134.32926329569,0.43283748626708984,0.08770637214183807,0.1577526181936264,0.004299590829759836,4023.509003724845,772719.8726868154,0.11316673822078173,0.0025275336589611124,135.99917763157896,blues
blues.00056.wav,3.1588375568389893,3342.375244140625,1810.9603368829592,347212.1841138462,2052.0430152756708,119815.11225129735,0.391031414270401,0.08974388241767883,0.13766218721866608,0.003261603182181716,3927.2429191660217,1516177.2714892754,0.07547951335139319,0.0016985637675508208,161.4990234375,blues
blues.00057.wav,5.818275451660156,2563.612548828125,1886.705706255258,253503.69070825202,1913.2319286636475,123531.14281744836,0.42432162165641785,0.08516691625118256,0.17587894201278687,0.003568327520042658,3828.0685188600523,1247939.706254691,0.08992387045278638,0.0015358982465625717,92.28515625,blues
blues.00058.wav,3.5735578536987305,2406.89990234375,2068.327653288622,283590.8404081427,2033.7527183133282,116402.86064618838,0.3566683232784271,0.08760697394609451,0.16195586323738098,0.004791205748915672,4231.51607926785,1131822.1277753809,0.10437162889415634,0.0019301552960038738,107.666015625,blues
blues.00059.wav,5.787545680999756,2039.62060546875,2235.921973430139,239324.39884433878,2100.036805579493,50587.74847115312,0.40606847405433655,0.0850072056055069,0.1699414849281311,0.0042562163434922695,4390.048453977603,723890.7917558117,0.14228825524864552,0.004212239886207968,107.666015625,blues
blues.00060.wav,8.176093101501465,2047.581787109375,1946.5344115984576,124992.7341868667,1979.7546736384302,55743.605369944205,0.43093037605285645,0.08039076626300812,0.19614176452159882,0.0034508041571825743,3955.776079963235,639858.2172619583,0.09745368130804953,0.0013969962505871523,151.99908088235293,blues
blues.00061.wav,4.25406551361084,2123.730224609375,2503.952796432079,163031.5939620623,2180.283243535687,34054.63101636474,0.45192986726760864,0.07573459297418594,0.14170721173286438,0.0006203375523909926,5077.135965920085,397356.23613454256,0.16758439858262383,0.002548715364585769,129.19921875,blues
blues.00062.wav,-3.936082363128662,3107.089599609375,2279.808618295741,422443.3678919612,2119.6717332041376,36012.917300719084,0.3118191063404083,0.09267034381628036,0.10619285702705383,0.0008645497146062553,4732.271384602361,781275.3003306127,0.11714895148026316,0.003783662612107594,112.34714673913044,blues
blues.00063.wav,-4.980201244354248,2420.38330078125,2839.267572265232,289240.3332946521,2443.9434801361367,56288.95286077951,0.33039847016334534,0.08992095291614532,0.09628279507160187,0.0017333824653178453,5710.907133592541,476210.93324841757,0.15435583155959753,0.0030653401358737824,92.28515625,blues
blues.00064.wav,-1.3300119638442993,1832.1990966796875,2553.2225631938227,107933.82232372911,2280.079407033503,32835.046194681476,0.33248457312583923,0.08039375394582748,0.11736053973436356,0.0005461827968247235,5148.04387048302,276596.28456288105,0.14685171971749225,0.0010589539715073898,151.99908088235293,blues
blues.00065.wav,-5.3040995597839355,2209.616455078125,2816.7459196931127,347681.1922048545,2372.144439490832,44827.7095933278,0.29269593954086304,0.08794250339269638,0.10030478239059448,0.0008640032610855997,5614.507716506628,616776.1282862705,0.14631846519446595,0.0025532304382802754,107.666015625,blues
blues.00066.wav,-0.47278672456741333,2459.30810546875,2340.3362115325717,347532.02343602857,2256.3224355209627,45455.505418677,0.37484151124954224,0.08879571408033371,0.1104695200920105,0.0007034302689135075,4972.26993336397,734475.3313183438,0.1217751517753483,0.00400132012698725,161.4990234375,blues
blues.00067.wav,-0.3592303395271301,2136.260498046875,2258.5305012842978,219157.69532889567,2175.8838042087814,55815.990048361986,0.33793774247169495,0.08633960038423538,0.12903934717178345,0.0005597302224487066,4755.35457835478,691176.8974593387,0.11276500217685759,0.001703399209712295,161.4990234375,blues
blues.00068.wav,-2.0361733436584473,2231.2158203125,2513.747081320468,175905.14667547966,2345.239509313882,47196.0715980377,0.2895238995552063,0.08271680772304535,0.10304808616638184,0.000983891892246902,5247.468269277283,472791.05773258134,0.13514619715073528,0.001514456983017283,161.4990234375,blues
blues.00069.wav,-6.156752586364746,2578.5234375,2370.963292267619,236779.6220734497,2209.514583707104,42942.051631370596,0.2919829785823822,0.08676939457654953,0.11654019355773926,0.0009642240474931896,5004.08640764077,484683.5141858099,0.12514096664570434,0.002504560474090067,123.046875,blues
blues.00070.wav,-3.610736846923828,2913.45361328125,2159.5483196611644,329100.550356518,2130.34934530605,68611.36864434995,0.32268738746643066,0.09194781631231308,0.10612648725509644,0.0011065213475376368,4685.038336880805,1074781.2235173327,0.0983489895752709,0.0017462419774728415,143.5546875,blues
blues.00071.wav,0.13227008283138275,1895.3199462890625,2429.33595917585,97695.91814346379,2286.6949825737374,25051.13984341128,0.30524948239326477,0.08007464557886124,0.12049466371536255,0.0003274194896221161,5065.152705047891,232186.6239344558,0.13468663832720587,0.0014273373318856107,143.5546875,blues
blues.00072.wav,-4.767307281494141,2277.646240234375,2595.289363332117,292848.93729463965,2519.1202667337648,59903.661478440656,0.3070264756679535,0.08071320503950119,0.10387337952852249,0.0004472268046811223,5660.282439713139,548577.1942485673,0.12924562814434984,0.002799086129388059,103.359375,blues
blues.00073.wav,7.528999328613281,1439.5858154296875,2094.775833910309,108641.8562902887,2158.1057474122135,42017.307458419826,0.34202733635902405,0.08418874442577362,0.2596552073955536,0.005487421993166208,4482.2562297431305,495843.2292228617,0.10056968665344428,0.0009933535840277793,99.38401442307692,blues
blues.00074.wav,6.107133865356445,1476.19677734375,2515.8691600222824,272550.35866870906,2531.420001055373,66559.81217016811,0.367173969745636,0.08540201932191849,0.19690310955047607,0.00428374856710434,5771.615099833108,998098.86728446,0.12091612446787926,0.0016698289258501849,112.34714673913044,blues
blues.00075.wav,6.579255104064941,2333.306396484375,2225.176865828166,462553.52263783367,2255.135044259995,99000.27176823141,0.4664575457572937,0.08149696886539459,0.19203044474124908,0.008018583990633488,4703.588224712171,1855812.603742302,0.10858664497871517,0.003210580025376113,117.45383522727273,blues
blues.00076.wav,7.4081621170043945,1289.546142578125,2645.5300364910313,186385.1907929298,2426.0057919712367,50776.46237451431,0.3655874729156494,0.08794109523296356,0.2189701944589615,0.004643937572836876,5611.974398491921,580016.7450677594,0.1364685625483746,0.002664558806629296,117.45383522727273,blues
blues.00077.wav,7.903745651245117,1513.6112060546875,2206.7704721917903,184222.90020784287,2191.456936364498,75526.38920613482,0.4088760316371918,0.08343806862831116,0.24310125410556793,0.005100338254123926,4657.321837812016,1090753.1834117917,0.11152578064531733,0.00114567753889385,99.38401442307692,blues
blues.00078.wav,8.589851379394531,1316.04736328125,2333.7163897098885,89830.0692657463,2227.415627258666,30643.87374832211,0.41425761580467224,0.08297467976808548,0.25794896483421326,0.0027300622314214706,4942.928444121275,481762.17833519756,0.12386319659442724,0.0005565215291049023,123.046875,blues
blues.00079.wav,9.974794387817383,1165.413330078125,2443.2389164951205,130582.52221080377,2358.384491758394,31657.55817876002,0.4215344786643982,0.07873230427503586,0.2707482874393463,0.0018969724187627435,5267.559814453125,414812.7802275698,0.12473545133513932,0.001185921460673177,161.4990234375,blues
blues.00080.wav,5.574102401733398,1954.33447265625,1827.1513096464714,155445.1183735399,1898.4550593881818,55193.08127928874,0.36825618147850037,0.08793531358242035,0.24234187602996826,0.00752225099131465,3743.635696080447,769949.5641763809,0.09403873597136223,0.0012045563970391256,117.45383522727273,blues
blues.00081.wav,4.358010292053223,1890.051513671875,2116.894251081269,95055.25458574753,1956.5811797368506,44940.6026750734,0.38028281927108765,0.08071617782115936,0.2481762170791626,0.00540945352986455,4195.97462751548,437417.0733149411,0.12727247303115324,0.0007274682951916865,103.359375,blues
blues.00082.wav,5.811301231384277,1537.7529296875,2141.3320152712313,127421.76192324278,2167.7740825305946,74600.62933616647,0.33888640999794006,0.08661680668592453,0.251253217458725,0.0037427805364131927,4627.63035068571,972496.3818454052,0.10515129160216719,0.000643863742559879,123.046875,blues
blues.00083.wav,9.460206031799316,1293.65576171875,2314.8192389666888,143936.89150360526,2261.7026661590417,30976.81231798962,0.4273560643196106,0.0801117941737175,0.25118035078048706,0.0034721451811492443,5036.269546367066,444741.24751589226,0.11795053393479102,0.0013108083563003424,135.99917763157896,blues
blues.00084.wav,7.0733819007873535,1797.9669189453125,2061.202741434345,229441.48245638364,2085.186746503955,81887.51077491538,0.396300733089447,0.085210882127285,0.23509325087070465,0.007106183096766472,4221.307807662539,1228498.4939415485,0.11339689555921052,0.0015504241222781274,112.34714673913044,blues
blues.00085.wav,1.747811198234558,4680.5537109375,1312.350076081582,407444.2699756601,1674.161316285357,185487.52030887755,0.31538674235343933,0.09197156131267548,0.15017585456371307,0.0035818619653582573,2637.734049983069,2068789.0763886624,0.059416496347716716,0.0016710870385353946,143.5546875,blues
blues.00086.wav,0.823455274105072,5991.2099609375,1245.5817719137372,713785.8285131532,1634.288405326651,335482.2832327715,0.36590299010276794,0.09644266217947006,0.12492372840642929,0.0036685680970549583,2517.6097763581174,3534003.969135421,0.04882661329334365,0.002729048298537565,123.046875,blues
blues.00087.wav,1.7506178617477417,3797.76708984375,1441.9992540972155,387323.6112151494,1870.239190780009,146888.71117827087,0.33674198389053345,0.09468477219343185,0.15801171958446503,0.002717875875532627,3083.26468925358,2196577.300392619,0.050889337025928794,0.0011554584950490036,172.265625,blues
blues.00088.wav,2.513655185699463,5248.93212890625,1006.8779768813263,136346.71716981908,1530.6145862499309,150837.1181547871,0.37787386775016785,0.09277144819498062,0.14201056957244873,0.0034783165901899338,2075.0707856641834,1015400.7869280343,0.03206556574109907,0.0001747131234536028,172.265625,blues
blues.00089.wav,-8.392327308654785,11488.9609375,798.5684450379819,198695.19890052723,1284.9474803692005,130941.4219001484,0.3486930727958679,0.10260652005672455,0.05277162417769432,0.001776606892235577,1455.816196878628,1071681.7267658005,0.025639678671633127,0.0004047585104262952,107.666015625,blues
blues.00090.wav,2.2930479049682617,4439.50732421875,1613.4333911575955,781307.5421080281,1972.2597417173206,244807.55261116233,0.37789061665534973,0.09526140987873077,0.13184188306331635,0.0021385964937508106,3470.72901297649,3609769.3456941396,0.058235853449109906,0.0026865106757187245,143.5546875,blues
blues.00091.wav,0.2076467126607895,7248.09716796875,991.1502533354553,416147.9510829979,1396.26195423809,262404.0661623799,0.4219493269920349,0.09269163757562637,0.09938009083271027,0.0012857351684942842,1943.2882492018189,2279040.602267661,0.03605269204721362,0.0006528482373695055,123.046875,blues
blues.00092.wav,-4.934085369110107,10906.1865234375,918.3602069536549,523189.5041016227,1436.6652243994818,192313.090653263,0.3910651206970215,0.1004493311047554,0.0630437433719635,0.0015332914190366864,1601.531982421875,2288253.1082843523,0.03231802075270898,0.001601446278661144,83.35433467741936,blues
blues.00093.wav,-4.548233509063721,12177.3173828125,570.1506880585581,104951.64846181512,995.0934725815811,84457.87010142399,0.3777357041835785,0.09639132022857666,0.06589096784591675,0.0018041469156742096,928.8527166880322,500030.400181431,0.021700549051857584,0.00011753311866021876,143.5546875,blues
blues.00094.wav,1.262609839439392,5482.85400390625,1239.6879986706624,527123.9223448123,1659.9856287006828,232852.90768039477,0.3767153322696686,0.09590345621109009,0.14092092216014862,0.0053708492778241634,2519.0431010243324,2825768.0849278686,0.05090785543246904,0.0025063066915360197,103.359375,blues
blues.00095.wav,4.703771114349365,3436.169677734375,1388.4454872380973,509755.41744561045,1772.8422645104083,164832.5849529592,0.36996734142303467,0.09130103886127472,0.18706326186656952,0.002155554946511984,2754.6166765431503,2161986.220673382,0.05714742465654025,0.0013296089566604398,135.99917763157896,blues
blues.00096.wav,-11.228803634643555,9764.412109375,1132.5184226709687,319268.8693556501,1582.7654875292772,151549.76690942948,0.260613352060318,0.0918564423918724,0.051327649503946304,0.0008544699521735311,2066.2458390274282,1738502.1707307585,0.048313766810178016,0.0012663996468785157,123.046875,blues
blues.00097.wav,5.435042381286621,4110.2080078125,1236.606352338598,422966.8037304199,1602.3014812209665,295646.2449814907,0.37528419494628906,0.093910351395607,0.19820396602153778,0.002953224815428257,2604.350918512964,2487965.2339160256,0.04462595842202012,0.0007629277301849995,117.45383522727273,blues
